CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
50014473,CENTRAL CARIBBEAN BAKERY,Bronx,1322,EAST GUN HILL ROAD,10469.0,3472753533,Bakery Products/Desserts,04/24/2025,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",Critical,9.0,A,04/24/2025,04/15/2026,Cycle Inspection / Re-inspection,40.87127649852,-73.84782964447,211.0,12.0,35000.0,2056136.0,2045900040.0,BX31,POINT (-73.847829644471 40.871276498522)
50058975,HOME FRITE,Brooklyn,1047,BEDFORD AVENUE,11216.0,3476273266,American,10/16/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,30.0,C,10/16/2023,04/15/2026,Cycle Inspection / Re-inspection,40.68813963721,-73.95485158808,303.0,36.0,24300.0,3050071.0,3017930001.0,BK75,POINT (-73.954851588077 40.688139637211)
50122506,PEPE ROSSO TO GO,Manhattan,130,WEST HOUSTON STREET,10012.0,2126774555,Italian,08/12/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,50.0,C,08/12/2024,04/15/2026,Cycle Inspection / Re-inspection,40.72771712224,-74.00149730538,102.0,3.0,6500.0,1008334.0,1005260075.0,MN23,POINT (-74.001497305383 40.727717122239)
50148371,BROOKLYN BREAD CAFE,Manhattan,111,MURRAY STREET,10007.0,9295862600,Bagels/Pretzels,08/07/2024,Violations were cited in the following area(s).,03I,"Juice packaged on premises with no or incomplete label, no warning statement",Critical,54.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.71510424216,-74.01252808139,101.0,1.0,2100.0,1089698.0,1001427503.0,MN24,POINT (-74.012528081393 40.715104242161)
40691110,SAMMY'S FISHBOX,Bronx,41,CITY ISLAND AVENUE,10464.0,7188850920,Seafood,04/06/2022,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,A,04/06/2022,04/15/2026,Cycle Inspection / Re-inspection,40.83898288426,-73.7834222652,210.0,13.0,51600.0,2081754.0,2056250037.0,BX10,POINT (-73.783422265197 40.838982884256)
50158826,FAMOUS POP'S PIZZAS,Manhattan,840,8 AVENUE,10019.0,5168497766,Pizza,10/15/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,31.0,N,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.76268726552,-73.98579878546,105.0,3.0,13100.0,1024813.0,1010220061.0,MN17,POINT (-73.985798785463 40.762687265522)
50070505,DA VINCI PIZZA,Manhattan,44,WATER STREET,10004.0,2123448068,Pizza,05/11/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,05/11/2022,04/15/2026,Cycle Inspection / Initial Inspection,40.70347216326,-74.00991828077,101.0,1.0,900.0,1000856.0,1000300032.0,MN25,POINT (-74.009918280771 40.703472163257)
50105474,YOGI BY BARNJOO,Manhattan,816,6 AVENUE,10001.0,9178870079,Korean,02/03/2026,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,04/15/2026,Administrative Miscellaneous / Initial Inspection,40.74616428899,-73.99040736393,105.0,3.0,7600.0,1015709.0,1008300001.0,MN17,POINT (-73.99040736393 40.746164288994)
50159479,HARMONY TEA SHOPPE,Brooklyn,280,86 STREET,11209.0,9293210002,"Juice, Smoothies, Fruit Salads",10/10/2024,Violations were cited in the following area(s).,19-06,"Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)",Not Critical,,,,04/15/2026,Administrative Miscellaneous / Initial Inspection,40.62362533041,-74.03181205557,310.0,47.0,6000.0,3153433.0,3060430038.0,BK31,POINT (-74.031812055566 40.623625330409)
50102349,CHA CHA MATCHA,Manhattan,501,5 AVENUE,10017.0,7033719738,Coffee/Tea,07/30/2024,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,13.0,A,07/30/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.75330772859,-73.98099313026,105.0,4.0,8200.0,1035342.0,1012760069.0,MN20,POINT (-73.980993130264 40.753307728589)
50136226,BURP BOWL,Manhattan,134,EAST   27 STREET,10016.0,6462401403,Chinese,09/12/2024,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,04/15/2026,Administrative Miscellaneous / Initial Inspection,40.74194469469,-73.9827574487,106.0,2.0,6800.0,1018152.0,1008820061.0,MN21,POINT (-73.982757448696 40.741944694694)
50115683,DEUTSCHE TRADER CAFE,Manhattan,10,COLUMBUS CIRCLE,10019.0,2032531590,Coffee/Tea,08/15/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,08/15/2023,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.7678084912,-73.9822669673,104.0,3.0,14500.0,1026318.0,1010497501.0,MN14,POINT (-73.982266967297 40.767808491195)
41628099,LLOYD'S CARROT CAKE,Manhattan,1553,LEXINGTON AVENUE,10029.0,2128319156,Bakery Products/Desserts,10/19/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,56.0,,,04/15/2026,Cycle Inspection / Re-inspection,40.78794794929,-73.9493992839,111.0,5.0,16600.0,1051757.0,1016270022.0,MN33,POINT (-73.949399283903 40.787947949293)
50125782,BEL AMI,Manhattan,866,LEXINGTON AVENUE,10065.0,2126748020,Coffee/Tea,06/06/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,30.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.76588884164,-73.96552050121,108.0,4.0,12000.0,1042384.0,1013990060.0,MN40,POINT (-73.965520501211 40.76588884164)
50123625,THE CONCRETE JUNGLE,Brooklyn,13,JEFFERSON STREET,11206.0,6463274834,Coffee/Tea,07/17/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,46.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.69739910437,-73.93483022596,304.0,34.0,38900.0,3000000.0,3031600046.0,BK78,POINT (-73.934830225959 40.69739910437)
50077391,NEW PEKING KITCHEN,Queens,77-15,37 AVENUE,11372.0,7184269789,Chinese,06/01/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,25.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.74928369285,-73.88874109412,403.0,25.0,28700.0,4029588.0,4012770036.0,QN28,POINT (-73.888741094116 40.749283692848)
41383631,DUNKIN',Manhattan,130,CHURCH STREET,10007.0,2126083512,Donuts,06/06/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.71401218093,-74.00866814984,101.0,1.0,2100.0,1001434.0,1001337504.0,MN24,POINT (-74.008668149838 40.714012180926)
50114768,KFC,Manhattan,203,WEST  125 STREET,10027.0,3322822248,Chicken,07/07/2023,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,37.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.80911787013,-73.94866064832,110.0,9.0,22200.0,1058660.0,1019310027.0,MN11,POINT (-73.948660648319 40.809117870131)
41465557,AQUI EN BELLA PUEBLA,Queens,94-11,ROOSEVELT AVENUE,11372.0,7186397300,Mexican,07/02/2024,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,13.0,A,07/02/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.74884677093,-73.87243222723,403.0,21.0,27300.0,4036561.0,4014820046.0,QN28,POINT (-73.872432227229 40.748846770927)
50182811,"ECLIPSE SPORTS BAR, LLC",Queens,106-16,CORONA AVENUE,11368.0,3475479731,,01/01/1900,,,,Not Applicable,,,,04/15/2026,,40.74371966957,-73.85628170076,404.0,21.0,43900.0,4047611.0,4019350028.0,QN25,POINT (-73.856281700764 40.743719669567)
50143891,TAKU SANDO,Brooklyn,29,GREENPOINT AVENUE,11222.0,6464001195,Japanese,06/30/2025,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,27.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.72967531938,-73.95974114001,301.0,33.0,56500.0,3064667.0,3025560053.0,BK76,POINT (-73.959741140007 40.729675319384)
41273802,8TH STREET WINECELLAR,Manhattan,28,WEST    8 STREET,10011.0,2122609463,American,03/13/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,03/13/2024,04/15/2026,Cycle Inspection / Re-inspection,40.73271532203,-73.99747784272,102.0,2.0,6300.0,1008856.0,1005510020.0,MN23,POINT (-73.99747784272 40.732715322026)
50123835,BROOKLYN TEA,Brooklyn,411,LEWIS AVENUE,11233.0,7708917032,Coffee/Tea,11/02/2023,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,12.0,A,11/02/2023,04/15/2026,Cycle Inspection / Initial Inspection,40.68145191071,-73.93473410153,303.0,36.0,29700.0,3047130.0,3016750079.0,BK61,POINT (-73.93473410153 40.681451910706)
50111246,DOMY PIZZA,Bronx,663,DAWSON STREET,10455.0,6467961443,Pizza,01/14/2025,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,12.0,A,01/14/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.81644363647,-73.9022161094,202.0,17.0,8300.0,2005138.0,2026870001.0,BX33,POINT (-73.902216109395 40.816443636474)
41564928,RADIO CITY MUSIC HALL,Manhattan,1260,AVENUE OF THE AMERICAS,10020.0,2124857485,American,06/15/2016,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,A,06/15/2016,04/15/2026,Cycle Inspection / Initial Inspection,40.75998287484,-73.98034868807,105.0,4.0,10400.0,1083861.0,1012660001.0,MN17,POINT (-73.980348688068 40.759982874835)
50098149,CAVA,Manhattan,63,WALL STREET,10005.0,2122062528,Mediterranean,10/23/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,7.0,A,10/23/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.70583552358,-74.00851559793,101.0,1.0,700.0,1000828.0,1000270009.0,MN25,POINT (-74.008515597925 40.705835523582)
50115433,ANASSA TAVERNA DOWNTOWN,Manhattan,102,NORTH END AVENUE,10282.0,2126885916,Greek,02/03/2026,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25.0,Z,02/03/2026,04/15/2026,Cycle Inspection / Re-inspection,40.71480460905,-74.01615332434,101.0,1.0,31703.0,1085867.0,1000167512.0,MN25,POINT (-74.016153324341 40.714804609047)
50116136,SMART 3 CAFE,Queens,168-45,HILLSIDE AVENUE,11432.0,9299903996,Bangladeshi,05/23/2025,Establishment re-closed by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,82.0,,,04/15/2026,Cycle Inspection / Reopening Inspection,40.71046723066,-73.79363815793,408.0,24.0,45400.0,4210547.0,4098410054.0,QN35,POINT (-73.79363815793 40.71046723066)
50005414,STARBUCKS,Manhattan,4761,BROADWAY,10034.0,2123043632,Coffee/Tea,04/20/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,04/20/2023,04/15/2026,Cycle Inspection / Initial Inspection,40.86567238144,-73.92689140426,112.0,10.0,29500.0,1064934.0,1022370001.0,MN01,POINT (-73.926891404262 40.865672381441)
50131642,JI BEI CHUAN,Brooklyn,5216,8 AVENUE,11220.0,7185873000,Chinese,12/23/2024,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,10.0,A,12/23/2024,04/15/2026,Cycle Inspection / Re-inspection,40.63984581509,-74.00503726702,307.0,43.0,10600.0,3014105.0,3008100046.0,BK34,POINT (-74.005037267022 40.639845815087)
50124455,ASIAN BAY SUSHI,Brooklyn,1741,SHEEPSHEAD BAY ROAD,11235.0,3472555695,Japanese,02/09/2023,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,28.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.58540932134,-73.95154067402,315.0,48.0,60000.0,3247037.0,3087720073.0,BK17,POINT (-73.951540674024 40.585409321339)
50116822,NEW GARDEN,Bronx,1535,WESTCHESTER AVENUE,10472.0,7189913384,Chinese,07/11/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,73.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.82864602459,-73.87843959815,209.0,18.0,5400.0,2025161.0,2037730003.0,BX08,POINT (-73.878439598149 40.828646024589)
41514631,PRONTO PIZZA,Brooklyn,139,COURT STREET,11201.0,7185222225,Pizza,10/29/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,10.0,A,10/29/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.6895371329,-73.99242041734,302.0,33.0,4300.0,3335949.0,3002780020.0,BK38,POINT (-73.992420417343 40.689537132896)
50045619,JAY'S ROTI HUT,Queens,135-09,LEFFERTS BOULEVARD,11420.0,7183223473,Caribbean,04/19/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,33.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.67026094291,-73.82095084113,410.0,28.0,83800.0,4256619.0,4118060024.0,QN55,POINT (-73.820950841132 40.670260942913)
40937799,ESTRELLA BAR & RESTAURANT,Bronx,1470,JEROME AVENUE,10452.0,7182937246,Latin American,04/02/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,23.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.84160785278,-73.91668986021,204.0,16.0,22300.0,2008106.0,2028440001.0,BX63,POINT (-73.916689860205 40.841607852784)
50123507,SEA SALT,Manhattan,1123,1 AVENUE,10065.0,4046411973,Mediterranean,09/30/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,23.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.76119105472,-73.96082661175,108.0,5.0,11000.0,1078371.0,1014360026.0,MN31,POINT (-73.960826611745 40.761191054722)
50139753,HELLBENDER,Queens,68-22,FOREST AVENUE,11385.0,9548991304,Mexican,11/07/2025,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,29.0,N,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.70296068847,-73.90122187672,405.0,30.0,58500.0,4083384.0,4034840001.0,QN20,POINT (-73.901221876723 40.702960688469)
50115040,DESIMONE'S,Manhattan,770,BROADWAY,10003.0,9177572260,American,12/09/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,12/09/2022,04/15/2026,Cycle Inspection / Initial Inspection,40.73083486346,-73.9914018161,102.0,2.0,5700.0,1008952.0,1005540001.0,MN23,POINT (-73.991401816101 40.730834863461)
41623184,CHARLOTTE PATISSERIE,Brooklyn,596,MANHATTAN AVENUE,11222.0,7183838313,Coffee/Tea,10/19/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,10/19/2023,04/15/2026,Cycle Inspection / Re-inspection,40.72302106806,-73.95034709056,301.0,33.0,56900.0,3066759.0,3026800044.0,BK76,POINT (-73.950347090563 40.723021068061)
40586094,GENESIS # 1 WEST INDIAN,Queens,162-23,HILLSIDE AVENUE,11432.0,7187398443,Caribbean,07/16/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22.0,B,07/16/2025,04/15/2026,Cycle Inspection / Re-inspection,40.70852412022,-73.79994189936,408.0,24.0,44602.0,4209091.0,4097710029.0,QN61,POINT (-73.799941899361 40.708524120217)
50040217,AFRICA KINE,Manhattan,2267,ADAM CLAYTON POWELL JR BOULEVARD,,2126669400,African,10/06/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,16.0,,,04/15/2026,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,
41595963,POPEYES LOUISIANA KITCHEN,Brooklyn,1465,MYRTLE AVENUE,11237.0,7183819681,Chicken,05/19/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,38.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.69893028263,-73.91718981031,304.0,37.0,43300.0,3075701.0,3033090007.0,BK77,POINT (-73.917189810308 40.698930282627)
50133673,THE GOLDEN SWAN,Manhattan,314,WEST   11 STREET,10014.0,2125972681,New French,07/26/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,17.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.73572616238,-74.00667193184,102.0,3.0,7500.0,1078283.0,1006330046.0,MN23,POINT (-74.006671931835 40.735726162379)
50081136,THE BUREN,Brooklyn,1223,BROADWAY,11221.0,7186843023,Coffee/Tea,03/05/2024,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,11.0,A,03/05/2024,04/15/2026,Cycle Inspection / Re-inspection,40.69186315234,-73.92619563785,304.0,34.0,39500.0,3422191.0,3032830009.0,BK78,POINT (-73.926195637853 40.69186315234)
50105946,LA CEVICHERIA DE MOLE,Queens,42-20,30 AVENUE,11103.0,7187771655,Mexican,10/28/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.76301760312,-73.91316782662,401.0,22.0,14900.0,4011931.0,4006960041.0,QN70,POINT (-73.913167826618 40.763017603124)
50093161,TIKKA INDIAN GRILL,Brooklyn,396,5 AVENUE,11215.0,9178166330,Indian,05/21/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,55.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.6706304025,-73.98509748892,306.0,39.0,13700.0,3021604.0,3009930039.0,BK37,POINT (-73.985097488918 40.6706304025)
50126662,ALLAN'S,Brooklyn,1107,NOSTRAND AVENUE,11225.0,9177974669,Tapas,11/22/2025,Violations were cited in the following area(s).,15-01,Smoking or electronic cigarette use allowed in prohibited area,Not Applicable,,,,04/15/2026,Smoke-Free Air Act / Initial Inspection,40.66066816622,-73.95061714949,309.0,40.0,80400.0,3106638.0,3047960009.0,BK60,POINT (-73.950617149485 40.660668166219)
50136274,LA BICYCLETTE BAKERY,Brooklyn,305,COURT STREET,11231.0,6467646465,French,01/23/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,51.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.68363053212,-73.99527309738,306.0,39.0,7500.0,3006821.0,3004210010.0,BK33,POINT (-73.995273097384 40.683630532116)
50150882,SPICY HOUSE (#5),Queens,133-35,ROOSEVELT AVENUE,11354.0,9173413657,Chinese,08/22/2024,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,P,08/22/2024,04/15/2026,Pre-permit (Operational) / Reopening Inspection,40.75850199526,-73.83324180899,407.0,20.0,87100.0,4112276.0,4049730016.0,QN22,POINT (-73.833241808988 40.758501995257)
50126865,NOTA BENE,Brooklyn,282,BRIGHTON BEACH AVENUE,11235.0,3472652566,Eastern European,02/12/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26.0,,,04/15/2026,Pre-permit (Operational) / Reopening Inspection,40.57690801668,-73.96463929225,313.0,48.0,36001.0,3245053.0,3086850004.0,BK19,POINT (-73.964639292253 40.576908016681)
50139164,DINER 24,Manhattan,283,3 AVENUE,10010.0,7864736189,American,08/07/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,52.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.73825584911,-73.98354867675,106.0,2.0,6400.0,1082130.0,1009030001.0,MN21,POINT (-73.983548676751 40.738255849112)
50159616,MORI COFFEE,Manhattan,529,2 AVENUE,10016.0,2014700300,Coffee/Tea,10/23/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,30.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.74190544836,-73.97796866599,106.0,2.0,7000.0,1019925.0,1009100030.0,MN20,POINT (-73.97796866599 40.741905448362)
50154039,AMAR BARI,Brooklyn,1075,LIBERTY AVENUE,11208.0,9172507577,Bangladeshi,12/11/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,63.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.67834680765,-73.86954637338,305.0,37.0,119000.0,3093593.0,3041710029.0,BK83,POINT (-73.869546373377 40.678346807646)
41026438,DUNKIN' / 'BASKIN ROBBINS,Queens,70-07,MYRTLE AVENUE,11385.0,7186280350,Donuts,09/03/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,10.0,A,09/03/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.7019395386,-73.88090038982,405.0,32.0,62500.0,4089754.0,4036860056.0,QN19,POINT (-73.880900389818 40.701939538601)
50104381,BANG KOK CUISINE,Queens,107-18,70 ROAD,11375.0,7182614005,Thai,08/18/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,24.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.7213191889,-73.84540270421,406.0,29.0,71100.0,4077497.0,4032390038.0,QN17,POINT (-73.845402704214 40.7213191889)
41706325,THE DISTRICT,Manhattan,1679,3 AVENUE,10128.0,2122892005,American,11/25/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,35.0,C,11/25/2024,04/15/2026,Cycle Inspection / Re-inspection,40.78397389973,-73.95020396336,108.0,5.0,15601.0,1049212.0,1015400001.0,MN32,POINT (-73.950203963358 40.783973899731)
50099539,BURGER VILLAGE,Brooklyn,33,BOND STREET,11201.0,9179090594,Hamburgers,05/25/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,28.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.68863593293,-73.98365832412,302.0,33.0,3700.0,3422112.0,3001667502.0,BK38,POINT (-73.983658324118 40.68863593293)
50120214,HENDRICKSON'S,Manhattan,1122,1 AVENUE,10065.0,2124012441,American,05/09/2023,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,9.0,A,05/09/2023,04/15/2026,Cycle Inspection / Initial Inspection,40.76119104609,-73.96080134325,108.0,5.0,10602.0,1045289.0,1014560049.0,MN31,POINT (-73.960801343253 40.761191046094)
41563691,ECUADORIAN RESTAURANT II,Queens,34-06,36 AVENUE,11106.0,3475071286,Latin American,07/09/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,07/09/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.75537497497,-73.92720422854,401.0,26.0,5500.0,4009497.0,4006340034.0,QN68,POINT (-73.927204228542 40.755374974966)
